88|23|1259|msie|0
358|130|1259|msie|0
383|154|1259|msie|0
394|146|1259|msie|0
391|165|1259|msie|0
377|196|1259|msie|0
320|325|1259|msie|0
201|92|920|msie|0
288|435|920|msie|0
132|23|920|msie|0
104|28|920|msie|0
209|439|920|msie|0
73|486|1259|msie|0
96|496|1259|msie|0
263|466|1259|msie|0
113|19|1259|msie|0
770|26|1259|msie|0
454|81|1259|msie|0
344|142|1259|msie|0
73|22|1259|msie|0
296|201|1259|msie|0
176|346|1259|msie|0
443|343|1259|msie|0
82|26|1259|msie|0
469|197|1259|msie|0
440|209|1259|msie|0
446|272|1259|msie|0
429|221|1259|msie|0
437|209|1259|msie|0
456|179|1259|msie|0
183|256|1259|msie|0
156|345|1259|msie|0
108|26|1259|msie|0
358|748|1259|msie|0
705|692|1259|msie|0
