771|20|1124|msie|0
95|443|1124|msie|0
99|30|1124|msie|0
209|332|1124|msie|0
161|96|1124|msie|0
168|116|1124|msie|0
341|183|1124|msie|0
767|23|1124|msie|0
25|19|1124|msie|0
92|28|1124|msie|0
26|28|1124|msie|0
22|119|1124|msie|0
312|531|1124|msie|0
427|471|1124|msie|0
278|390|1124|msie|0
391|148|1124|msie|0
38|24|1124|msie|0
81|26|1124|msie|0
92|24|1124|msie|0
100|25|1124|msie|0
72|30|1124|msie|0
23|18|1124|msie|0
414|153|1124|msie|0
349|281|1124|msie|0
335|122|1124|msie|0
80|479|1124|msie|0
49|27|1124|msie|0
762|24|1124|msie|0
42|19|1124|msie|0
367|117|1124|msie|0
395|279|1124|msie|0
434|127|1259|msie|0
399|99|1259|msie|0
436|37|1259|msie|0
31|25|1259|msie|0
94|29|1259|msie|0
436|87|1259|msie|0
38|20|1259|msie|0
89|18|1259|msie|0
292|145|1259|msie|0
280|34|1259|msie|0
262|129|1259|msie|0
294|70|1259|msie|0
289|268|1259|msie|0
423|179|1259|msie|0
91|20|1259|msie|0
764|29|1259|msie|0
44|27|1259|msie|0
485|224|1259|msie|0
408|170|1259|msie|0
86|22|1259|msie|0
267|203|1259|msie|0
299|308|1259|msie|0
423|206|1259|msie|0
444|99|1259|msie|0
375|100|1259|msie|0
428|93|1259|msie|0
428|93|1259|msie|0
24|31|1259|msie|0
103|21|1259|msie|0
335|125|1259|msie|0
748|26|1259|msie|0
29|29|1259|msie|0
160|51|1259|msie|0
82|30|1259|msie|0
106|22|1259|msie|0
111|20|1259|msie|0
746|25|1259|msie|0
457|171|1259|msie|0
44|22|1259|msie|0
410|148|1259|msie|0
105|18|1259|msie|0
241|112|1259|msie|0
244|131|1259|msie|0
295|161|1259|msie|0
74|65|825|msie|0
157|96|825|msie|0
146|211|825|msie|0
305|574|825|msie|0
225|361|825|msie|0
