196|27|1440|firefox|1
22|22|1440|firefox|1
141|250|1440|firefox|1
106|181|1440|firefox|1
232|22|1440|firefox|1
130|135|1440|firefox|1
135|128|1440|firefox|1
23|21|1440|firefox|1
122|178|1440|firefox|1
461|184|1440|firefox|1
259|24|1440|firefox|1
117|305|1440|firefox|1
22|22|1440|firefox|1
619|27|1440|firefox|1
600|25|1440|firefox|1
747|24|1440|firefox|1
786|24|1440|firefox|1
409|26|1440|firefox|1
491|21|1440|firefox|1
26|16|1440|firefox|1
418|479|1440|firefox|1
911|615|1440|firefox|1
33|26|1440|firefox|1
630|232|1259|msie|0
204|25|1259|msie|0
257|32|1259|msie|0
486|25|1259|msie|0
43|22|1259|msie|0
187|382|1259|msie|0
405|130|1259|msie|0
192|21|1259|msie|0
624|24|1259|msie|0
796|26|1259|msie|0
252|19|1259|msie|0
263|29|1259|msie|0
242|21|1259|msie|0
200|24|1259|msie|0
149|29|1259|msie|0
96|29|1259|msie|0
488|26|1259|msie|0
23|18|1259|msie|0
263|246|1259|msie|0
189|135|1259|msie|0
194|23|1259|msie|0
253|21|1259|msie|0
334|26|1259|msie|0
377|29|1259|msie|0
428|30|1259|msie|0
489|30|1259|msie|0
530|28|1259|msie|0
567|28|1259|msie|0
619|30|1259|msie|0
752|22|1259|msie|0
797|30|1259|msie|0
43|29|1259|msie|0
753|232|1259|msie|0
974|214|1259|msie|0
207|22|1259|msie|0
521|24|1259|msie|0
159|29|1259|msie|0
33|30|1259|msie|0
84|27|1380|msie|0
