641|588|825|msie|0
96|24|1380|msie|0
70|23|1440|firefox|1
145|314|1440|firefox|1
121|180|1440|firefox|1
338|118|1259|msie|0
169|204|1259|msie|0
232|349|1259|msie|0
350|134|1259|msie|0
301|277|1259|msie|0
326|252|1259|msie|0
309|333|1259|msie|0
753|24|1259|msie|0
278|270|1259|msie|0
83|25|1259|msie|0
331|127|1259|msie|0
81|124|1259|msie|0
393|121|1259|msie|0
441|123|1259|msie|0
356|117|1259|msie|0
237|51|1259|msie|0
197|88|825|msie|0
213|284|825|msie|0
477|245|1259|msie|0
263|337|1259|msie|0
64|363|1259|msie|0
411|348|1259|msie|0
269|320|1259|msie|0
137|358|1259|msie|0
166|301|1259|msie|0
397|340|1259|msie|0
30|23|1259|msie|0
77|20|1259|msie|0
454|133|1259|msie|0
354|147|1259|msie|0
349|286|1259|msie|0
423|90|1259|msie|0
115|88|1259|msie|0
408|123|1259|msie|0
416|146|1259|msie|0
403|319|1259|msie|0
406|338|1259|msie|0
379|291|1259|msie|0
391|255|1259|msie|0
79|21|1259|msie|0
36|20|1259|msie|0
401|115|1259|msie|0
403|169|1259|msie|0
101|129|1259|msie|0
330|108|1061|msie|0
331|116|1061|msie|0
307|130|1061|msie|0
327|159|1061|msie|0
280|236|1061|msie|0
312|191|1061|msie|0
313|181|1061|msie|0
305|266|1061|msie|0
359|320|1061|msie|0
101|26|1061|msie|0
95|28|1061|msie|0
49|21|1061|msie|0
363|161|1061|msie|0
327|176|1061|msie|0
334|132|1061|msie|0
923|302|1061|msie|0
